"Park","Park_Code","State_MMI","Stream_Name","Loc_Name","year","Microhabitat","variable","value"
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","LOG","Total animals",63
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","LP","Total animals",223
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","RIF","Total animals",133
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2013","RMUB","Total animals",74
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","LOG","Total animals",12
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","LP","Total animals",44
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","RIF","Total animals",160
"Hopewell Furnace","HOFU","PRRIBI","Baptism Creek","HOFU_02","2014","RMUB","Total animals",36
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","LP","Total animals",294
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","M","Total animals",301
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","RIF","Total animals",295
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","RMUB","Total animals",101
"Valley Forge","VAFO","PRRIBI","Valley Creek","VAFO_01","2009","SS","Total animals",64
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2009","multi","Total animals",342
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2010","multi","Total animals",96
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2011","multi","Total animals",123
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2012","multi","Total animals",223
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2013","multi","Total animals",82
"Petersburg Battlefield MP","PETE","CPMI","Harrison Creek","PETE_03","2014","multi","Total animals",125
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2009","multi","Total animals",776
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2010","multi","Total animals",807
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2011","multi","Total animals",32
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2012","multi","Total animals",119
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2013","multi","Total animals",219
"Petersburg Battlefield MP","PETE","CPMI","Gravelly Brook","PETE_10","2014","multi","Total animals",321
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2009","multi","Total animals",6
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2010","multi","Total animals",16
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2011","multi","Total animals",14
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2012","multi","Total animals",41
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2013","multi","Total animals",7
"Richmond Battlefield MP","RICH","CPMI","Trib. of Chickahominy River","RICH_02","2014","multi","Total animals",8
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2009","multi","Total animals",185
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2010","multi","Total animals",133
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2011","multi","Total animals",107
"Richmond Battlefield MP","RICH","CPMI","Boatswain Creek","RICH_03","2012","multi","Total animals",139
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2009","multi","Total animals",289
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2010","multi","Total animals",179
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2011","multi","Total animals",302
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2012","multi","Total animals",403
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2013","multi","Total animals",119
"Richmond Battlefield MP","RICH","CPMI","Bloody Run","RICH_04","2014","multi","Total animals",104
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2009","multi","Total animals",550
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2010","multi","Total animals",264
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2011","multi","Total animals",242
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2012","multi","Total animals",232
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2013","multi","Total animals",232
"Richmond Battlefield MP","RICH","CPMI","Totopotomy Creek","RICH_05","2014","multi","Total animals",48
"Richmond Battlefield MP","RICH","CPMI","Western Run","RICH_07","2009","multi","Total animals",100
"Richmond Battlefield MP","RICH","CPMI","Western Run","RICH_07","2010","multi","Total animals",182
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2009","multi","Total animals",1114
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2010","multi","Total animals",466
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2011","multi","Total animals",358
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2012","multi","Total animals",284
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2013","multi","Total animals",535
"Eisenhower","EISE","PMHIBI","Willoughby Run (Lower)","GETT_04","2014","multi","Total animals",206
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","BOC","Mayflies (%)",14.81
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","LP","Mayflies (%)",30.61
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","M","Mayflies (%)",15.79
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RIF","Mayflies (%)",47.19
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","RMUB","Mayflies (%)",67.63
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2009","SS","Mayflies (%)",0
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LOG","Mayflies (%)",5.56
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","LP","Mayflies (%)",13.25
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RIF","Mayflies (%)",22.14
"Appomattox Courthouse NHP","APCO","VSCI","Appomattox River","APCO_01","2010","RMUB","Mayflies (%)",44.26
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LOG","Mayflies (%)",65.38
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","LP","Mayflies (%)",2.9
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RIF","Mayflies (%)",17.57
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","RMUB","Mayflies (%)",66.07
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2009","SS","Mayflies (%)",40
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LOG","Mayflies (%)",10
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","LP","Mayflies (%)",17.32
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RIF","Mayflies (%)",6.33
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2010","RMUB","Mayflies (%)",37.65
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LOG","Mayflies (%)",29.41
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","LP","Mayflies (%)",17.95
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RIF","Mayflies (%)",24.44
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2011","RMUB","Mayflies (%)",47.16
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LOG","Mayflies (%)",18.52
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","LP","Mayflies (%)",20.83
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RIF","Mayflies (%)",34.84
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2012","RMUB","Mayflies (%)",50.48
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LOG","Mayflies (%)",52.83
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","LP","Mayflies (%)",8.85
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RIF","Mayflies (%)",22
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2013","RMUB","Mayflies (%)",44.93
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LOG","Mayflies (%)",12.77
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","LP","Mayflies (%)",11.11
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RIF","Mayflies (%)",11.5
"Appomattox Courthouse NHP","APCO","VSCI","Plain Run","APCO_02","2014","RMUB","Mayflies (%)",44
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","BOC","Mayflies (%)",2.04
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","LP","Mayflies (%)",2.7
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RIF","Mayflies (%)",13.71
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","RMUB","Mayflies (%)",0
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2009","SS","Mayflies (%)",0
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LOG","Mayflies (%)",7.69
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","LP","Mayflies (%)",0
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RIF","Mayflies (%)",0
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2010","RMUB","Mayflies (%)",8.14
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","LOG","Mayflies (%)",2.17
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","LP","Mayflies (%)",0
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","RIF","Mayflies (%)",2.94
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2011","RMUB","Mayflies (%)",2.82
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","LOG","Mayflies (%)",13.04
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","LP","Mayflies (%)",2.08
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","RIF","Mayflies (%)",48.72
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2012","RMUB","Mayflies (%)",17.31
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","LOG","Mayflies (%)",4
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","LP","Mayflies (%)",0
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","RIF","Mayflies (%)",9.8
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2013","RMUB","Mayflies (%)",13.33
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","LP","Mayflies (%)",25
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","RIF","Mayflies (%)",46.6
"Booker T. Washington","BOWA","VSCI","Jack-O-Lantern Branch","BOWA_02","2014","RMUB","Mayflies (%)",5.56
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","BOC","Mayflies (%)",35.66
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","LP","Mayflies (%)",9.92
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","RIF","Mayflies (%)",21.24
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","RMUB","Mayflies (%)",68.42
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2009","SS","Mayflies (%)",0
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","LOG","Mayflies (%)",63.16
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","LP","Mayflies (%)",10.34
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","RIF","Mayflies (%)",29.66
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2010","RMUB","Mayflies (%)",50.67
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","LP","Mayflies (%)",33.49
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","RIF","Mayflies (%)",50.39
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2011","RMUB","Mayflies (%)",23.19
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","LP","Mayflies (%)",48.89
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","RIF","Mayflies (%)",48.25
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2012","RMUB","Mayflies (%)",13.85
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","LOG","Mayflies (%)",10
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","RIF","Mayflies (%)",43.89
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2013","RMUB","Mayflies (%)",13.7
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","LP","Mayflies (%)",26.92
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","RIF","Mayflies (%)",21.31
"Booker T. Washington","BOWA","VSCI","Gills Creek","BOWA_04","2014","RMUB","Mayflies (%)",29.58
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","LOG","Mayflies (%)",3.03
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2009","SS","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","LOG","Mayflies (%)",0.97
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2010","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","LOG","Mayflies (%)",0.37
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","LP","Mayflies (%)",0.42
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2011","RMUB","Mayflies (%)",0.49
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","LP","Mayflies (%)",2.99
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2012","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2013","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Lewis Run","FRSP_01","2014","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","LOG","Mayflies (%)",14.29
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","M","Mayflies (%)",100
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","RIF","Mayflies (%)",1.96
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2009","SS","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Deep Run","FRSP_06","2010","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2009","SS","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2010","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","RIF","Mayflies (%)",5.88
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2011","RMUB","Mayflies (%)",5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","LOG","Mayflies (%)",8.33
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2012","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","LP","Mayflies (%)",25
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2013","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Hazel Run","FRSP_08","2014","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","LOG","Mayflies (%)",13.33
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","RIF","Mayflies (%)",3.5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","RMUB","Mayflies (%)",8.85
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2009","SS","Mayflies (%)",3.23
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","LP","Mayflies (%)",2.22
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","RIF","Mayflies (%)",5.5
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2010","RMUB","Mayflies (%)",17.75
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","LOG","Mayflies (%)",33.93
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","LP","Mayflies (%)",5.75
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","RIF","Mayflies (%)",7.25
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2011","RMUB","Mayflies (%)",50.3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","LOG","Mayflies (%)",2.63
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","LP","Mayflies (%)",9.68
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","RIF","Mayflies (%)",1.73
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2012","RMUB","Mayflies (%)",12.99
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","LOG","Mayflies (%)",14.29
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","LP","Mayflies (%)",3.85
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","RIF","Mayflies (%)",5.8
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2013","RMUB","Mayflies (%)",24.59
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","LOG","Mayflies (%)",16.67
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","LP","Mayflies (%)",5.66
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","RIF","Mayflies (%)",3.38
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Burnside Creek","FRSP_13","2014","RMUB","Mayflies (%)",20.93
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","LOG","Mayflies (%)",8.33
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","M","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","RMUB","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2009","SS","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","LOG","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","M","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2010","RMUB","Mayflies (%)",1.2
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","LOG","Mayflies (%)",1.92
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","M","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2011","RMUB","Mayflies (%)",2.08
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","LOG","Mayflies (%)",25
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2012","RMUB","Mayflies (%)",5.36
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","LOG","Mayflies (%)",18.75
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","LP","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","M","Mayflies (%)",3
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","RIF","Mayflies (%)",0
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2013","RMUB","Mayflies (%)",17.65
"Fredericksburg Spotsylvania MP","FRSP","VSCI","Brock Run","FRSP_17","2014","LOG","Mayflies (%)",25
